timestep,x_predicted_0,P_predicted_0_0,x_updated_0,innovation_0,S_0_0,P_updated_0_0
401,-0.557312,0.185078,-0.456134,0.374518,0.685078,0.135078
402,-0.456134,0.185078,-0.612538,-0.578941,0.685078,0.135078
403,-0.612538,0.185078,-0.358528,0.940234,0.685078,0.135078
404,-0.358528,0.185078,-0.190154,0.623248,0.685078,0.135078
405,-0.190154,0.185078,0.219204,1.51526,0.685078,0.135078
406,0.219204,0.185078,0.593437,1.38525,0.685078,0.135078
407,0.593437,0.185078,0.498262,-0.352297,0.685078,0.135078
408,0.498262,0.185078,0.387543,-0.409835,0.685078,0.135078
409,0.387543,0.185078,0.666884,1.034,0.685078,0.135078
410,0.666884,0.185078,0.318612,-1.28915,0.685078,0.135078
411,0.318612,0.185078,0.660657,1.2661,0.685078,0.135078
412,0.660657,0.185078,0.517236,-0.530882,0.685078,0.135078
413,0.517236,0.185078,0.35534,-0.59927,0.685078,0.135078
414,0.35534,0.185078,0.193297,-0.59981,0.685078,0.135078
415,0.193297,0.185078,-0.170644,-1.34715,0.685078,0.135078
416,-0.170644,0.185078,-0.0994325,0.263594,0.685078,0.135078
417,-0.0994325,0.185078,-0.0743807,0.0927308,0.685078,0.135078
418,-0.0743807,0.185078,-0.267354,-0.714303,0.685078,0.135078
419,-0.267354,0.185078,0.0482418,1.1682,0.685078,0.135078
420,0.0482418,0.185078,0.0784598,0.111854,0.685078,0.135078
421,0.0784598,0.185078,0.3426,0.97773,0.685078,0.135078
422,0.3426,0.185078,0.20904,-0.494378,0.685078,0.135078
423,0.20904,0.185078,0.300059,0.336911,0.685078,0.135078
424,0.300059,0.185078,0.351353,0.189867,0.685078,0.135078
425,0.351353,0.185078,0.00337748,-1.28805,0.685078,0.135078
426,0.00337748,0.185078,-0.353381,-1.32056,0.685078,0.135078
427,-0.353381,0.185078,-0.46685,-0.420013,0.685078,0.135078
428,-0.46685,0.185078,-0.736609,-0.998528,0.685078,0.135078
429,-0.736609,0.185078,-0.455731,1.03969,0.685078,0.135078
430,-0.455731,0.185078,-0.386521,0.256184,0.685078,0.135078
431,-0.386521,0.185078,-0.238456,0.548072,0.685078,0.135078
432,-0.238456,0.185078,-0.119547,0.440147,0.685078,0.135078
433,-0.119547,0.185078,0.548253,2.4719,0.685078,0.135078
434,0.548253,0.185078,0.0524653,-1.83519,0.685078,0.135078
435,0.0524653,0.185078,-0.156879,-0.774903,0.685078,0.135078
436,-0.156879,0.185078,0.315337,1.74794,0.685078,0.135078
437,0.315337,0.185078,0.189174,-0.467001,0.685078,0.135078
438,0.189174,0.185078,0.1771,-0.0446927,0.685078,0.135078
439,0.1771,0.185078,0.283559,0.394065,0.685078,0.135078
440,0.283559,0.185078,0.0747415,-0.772951,0.685078,0.135078
441,0.0747415,0.185078,-0.0108718,-0.316903,0.685078,0.135078
442,-0.0108718,0.185078,0.012786,0.0875708,0.685078,0.135078
443,0.012786,0.185078,0.607353,2.20083,0.685078,0.135078
444,0.607353,0.185078,0.575736,-0.117031,0.685078,0.135078
445,0.575736,0.185078,0.659494,0.310035,0.685078,0.135078
446,0.659494,0.185078,0.676058,0.0613141,0.685078,0.135078
447,0.676058,0.185078,0.787796,0.413604,0.685078,0.135078
448,0.787796,0.185078,0.707045,-0.298906,0.685078,0.135078
449,0.707045,0.185078,0.586866,-0.444849,0.685078,0.135078
450,0.586866,0.185078,0.588798,0.00715224,0.685078,0.135078
451,0.588798,0.185078,1.13236,2.01202,0.685078,0.135078
452,1.13236,0.185078,1.15704,0.0913741,0.685078,0.135078
453,1.15704,0.185078,1.29355,0.505283,0.685078,0.135078
454,1.29355,0.185078,0.968733,-1.20233,0.685078,0.135078
455,0.968733,0.185078,0.858853,-0.406725,0.685078,0.135078
456,0.858853,0.185078,1.05894,0.74065,0.685078,0.135078
457,1.05894,0.185078,1.25159,0.713094,0.685078,0.135078
458,1.25159,0.185078,1.17942,-0.267149,0.685078,0.135078
459,1.17942,0.185078,1.11665,-0.232338,0.685078,0.135078
460,1.11665,0.185078,1.19999,0.308478,0.685078,0.135078
461,1.19999,0.185078,1.09146,-0.401736,0.685078,0.135078
462,1.09146,0.185078,0.965633,-0.465748,0.685078,0.135078
463,0.965633,0.185078,0.963859,-0.00656508,0.685078,0.135078
464,0.963859,0.185078,1.17822,0.793462,0.685078,0.135078
465,1.17822,0.185078,1.27987,0.376282,0.685078,0.135078
466,1.27987,0.185078,1.16054,-0.441718,0.685078,0.135078
467,1.16054,0.185078,1.14332,-0.0637498,0.685078,0.135078
468,1.14332,0.185078,1.07144,-0.266062,0.685078,0.135078
469,1.07144,0.185078,1.1589,0.323724,0.685078,0.135078
470,1.1589,0.185078,1.5166,1.32406,0.685078,0.135078
471,1.5166,0.185078,1.6238,0.396821,0.685078,0.135078
472,1.6238,0.185078,1.49877,-0.462798,0.685078,0.135078
473,1.49877,0.185078,1.72281,0.829286,0.685078,0.135078
474,1.72281,0.185078,1.44136,-1.04179,0.685078,0.135078
475,1.44136,0.185078,1.68136,0.888369,0.685078,0.135078
476,1.68136,0.185078,1.824,0.527971,0.685078,0.135078
477,1.824,0.185078,1.70441,-0.442656,0.685078,0.135078
478,1.70441,0.185078,1.52062,-0.680316,0.685078,0.135078
479,1.52062,0.185078,1.23091,-1.07237,0.685078,0.135078
480,1.23091,0.185078,1.29148,0.224178,0.685078,0.135078
481,1.29148,0.185078,1.3288,0.13817,0.685078,0.135078
482,1.3288,0.185078,1.38328,0.201661,0.685078,0.135078
483,1.38328,0.185078,1.45183,0.25372,0.685078,0.135078
484,1.45183,0.185078,1.49456,0.158187,0.685078,0.135078
485,1.49456,0.185078,1.13043,-1.34785,0.685078,0.135078
486,1.13043,0.185078,1.06779,-0.231882,0.685078,0.135078
487,1.06779,0.185078,1.09662,0.106711,0.685078,0.135078
488,1.09662,0.185078,1.06346,-0.122748,0.685078,0.135078
489,1.06346,0.185078,0.692256,-1.37402,0.685078,0.135078
490,0.692256,0.185078,0.681283,-0.0406186,0.685078,0.135078
491,0.681283,0.185078,1.1071,1.57618,0.685078,0.135078
492,1.1071,0.185078,0.764659,-1.26756,0.685078,0.135078
493,0.764659,0.185078,0.351064,-1.53095,0.685078,0.135078
494,0.351064,0.185078,0.54385,0.713609,0.685078,0.135078
495,0.54385,0.185078,0.790977,0.914757,0.685078,0.135078
496,0.790977,0.185078,0.805768,0.0547493,0.685078,0.135078
497,0.805768,0.185078,0.956343,0.557364,0.685078,0.135078
498,0.956343,0.185078,1.27828,1.19167,0.685078,0.135078
499,1.27828,0.185078,1.48862,0.778598,0.685078,0.135078
500,1.48862,0.185078,1.6043,0.428171,0.685078,0.135078
501,1.6043,0.185078,1.29859,-1.13161,0.685078,0.135078
502,1.29859,0.185078,1.37523,0.283689,0.685078,0.135078
503,1.37523,0.185078,1.38658,0.0420399,0.685078,0.135078
504,1.38658,0.185078,1.21501,-0.635109,0.685078,0.135078
505,1.21501,0.185078,1.58803,1.38077,0.685078,0.135078
506,1.58803,0.185078,1.48925,-0.365635,0.685078,0.135078
507,1.48925,0.185078,1.43072,-0.216668,0.685078,0.135078
508,1.43072,0.185078,1.44891,0.0673337,0.685078,0.135078
509,1.44891,0.185078,1.50882,0.22179,0.685078,0.135078
510,1.50882,0.185078,1.55401,0.16725,0.685078,0.135078
511,1.55401,0.185078,1.48423,-0.258279,0.685078,0.135078
512,1.48423,0.185078,1.40948,-0.276696,0.685078,0.135078
513,1.40948,0.185078,1.1867,-0.824646,0.685078,0.135078
514,1.1867,0.185078,1.06448,-0.452412,0.685078,0.135078
515,1.06448,0.185078,1.15496,0.334932,0.685078,0.135078
516,1.15496,0.185078,1.16528,0.038189,0.685078,0.135078
517,1.16528,0.185078,1.07783,-0.323689,0.685078,0.135078
518,1.07783,0.185078,0.436614,-2.3735,0.685078,0.135078
519,0.436614,0.185078,0.500042,0.234781,0.685078,0.135078
520,0.500042,0.185078,0.587767,0.324723,0.685078,0.135078
521,0.587767,0.185078,0.348716,-0.884864,0.685078,0.135078
522,0.348716,0.185078,0.468038,0.441679,0.685078,0.135078
523,0.468038,0.185078,0.695612,0.842379,0.685078,0.135078
524,0.695612,0.185078,0.852306,0.580014,0.685078,0.135078
525,0.852306,0.185078,0.807244,-0.166802,0.685078,0.135078
526,0.807244,0.185078,1.04798,0.891082,0.685078,0.135078
527,1.04798,0.185078,0.620683,-1.58165,0.685078,0.135078
528,0.620683,0.185078,0.585324,-0.130884,0.685078,0.135078
529,0.585324,0.185078,0.682739,0.360588,0.685078,0.135078
530,0.682739,0.185078,0.823974,0.52279,0.685078,0.135078
531,0.823974,0.185078,1.11556,1.07932,0.685078,0.135078
532,1.11556,0.185078,1.11204,-0.0130126,0.685078,0.135078
533,1.11204,0.185078,1.45954,1.28628,0.685078,0.135078
534,1.45954,0.185078,1.13634,-1.19633,0.685078,0.135078
535,1.13634,0.185078,1.40028,0.976969,0.685078,0.135078
536,1.40028,0.185078,1.60438,0.755482,0.685078,0.135078
537,1.60438,0.185078,1.52316,-0.30062,0.685078,0.135078
538,1.52316,0.185078,1.56218,0.144424,0.685078,0.135078
539,1.56218,0.185078,1.67875,0.431517,0.685078,0.135078
540,1.67875,0.185078,1.32018,-1.32729,0.685078,0.135078
541,1.32018,0.185078,1.2844,-0.132433,0.685078,0.135078
542,1.2844,0.185078,1.16524,-0.441072,0.685078,0.135078
543,1.16524,0.185078,1.16935,0.0151842,0.685078,0.135078
544,1.16935,0.185078,0.735691,-1.6052,0.685078,0.135078
545,0.735691,0.185078,0.863906,0.474592,0.685078,0.135078
546,0.863906,0.185078,0.932505,0.253925,0.685078,0.135078
547,0.932505,0.185078,0.761613,-0.632568,0.685078,0.135078
548,0.761613,0.185078,0.919492,0.5844,0.685078,0.135078
549,0.919492,0.185078,0.973583,0.200222,0.685078,0.135078
550,0.973583,0.185078,1.11666,0.529619,0.685078,0.135078
551,1.11666,0.185078,1.01195,-0.387611,0.685078,0.135078
552,1.01195,0.185078,1.37946,1.36039,0.685078,0.135078
553,1.37946,0.185078,1.44876,0.256493,0.685078,0.135078
554,1.44876,0.185078,1.5291,0.297394,0.685078,0.135078
555,1.5291,0.185078,1.77114,0.895908,0.685078,0.135078
556,1.77114,0.185078,1.589,-0.674201,0.685078,0.135078
557,1.589,0.185078,1.31839,-1.00167,0.685078,0.135078
558,1.31839,0.185078,1.15164,-0.617216,0.685078,0.135078
559,1.15164,0.185078,1.0188,-0.491712,0.685078,0.135078
560,1.0188,0.185078,1.20149,0.676238,0.685078,0.135078
561,1.20149,0.185078,1.07778,-0.457943,0.685078,0.135078
562,1.07778,0.185078,0.832514,-0.907857,0.685078,0.135078
563,0.832514,0.185078,0.757453,-0.277842,0.685078,0.135078
564,0.757453,0.185078,1.25057,1.8253,0.685078,0.135078
565,1.25057,0.185078,0.861047,-1.44184,0.685078,0.135078
566,0.861047,0.185078,0.657985,-0.75165,0.685078,0.135078
567,0.657985,0.185078,0.610758,-0.174811,0.685078,0.135078
568,0.610758,0.185078,0.510859,-0.369784,0.685078,0.135078
569,0.510859,0.185078,0.649918,0.514737,0.685078,0.135078
570,0.649918,0.185078,0.811399,0.59773,0.685078,0.135078
571,0.811399,0.185078,1.17862,1.35928,0.685078,0.135078
572,1.17862,0.185078,1.16999,-0.0319275,0.685078,0.135078
573,1.16999,0.185078,1.26677,0.358244,0.685078,0.135078
574,1.26677,0.185078,1.06087,-0.762167,0.685078,0.135078
575,1.06087,0.185078,0.994871,-0.244298,0.685078,0.135078
576,0.994871,0.185078,1.37833,1.41941,0.685078,0.135078
577,1.37833,0.185078,1.47151,0.3449,0.685078,0.135078
578,1.47151,0.185078,1.68918,0.80571,0.685078,0.135078
579,1.68918,0.185078,1.3021,-1.4328,0.685078,0.135078
580,1.3021,0.185078,1.48967,0.69433,0.685078,0.135078
581,1.48967,0.185078,1.5338,0.163351,0.685078,0.135078
582,1.5338,0.185078,1.39469,-0.514953,0.685078,0.135078
583,1.39469,0.185078,1.52384,0.478085,0.685078,0.135078
584,1.52384,0.185078,1.58189,0.214851,0.685078,0.135078
585,1.58189,0.185078,1.77487,0.714345,0.685078,0.135078
586,1.77487,0.185078,1.84847,0.272416,0.685078,0.135078
587,1.84847,0.185078,1.79718,-0.189854,0.685078,0.135078
588,1.79718,0.185078,1.62283,-0.645364,0.685078,0.135078
589,1.62283,0.185078,1.80648,0.679804,0.685078,0.135078
590,1.80648,0.185078,1.37123,-1.61111,0.685078,0.135078
591,1.37123,0.185078,1.55807,0.691613,0.685078,0.135078
592,1.55807,0.185078,1.63313,0.277829,0.685078,0.135078
593,1.63313,0.185078,1.85196,0.810011,0.685078,0.135078
594,1.85196,0.185078,1.93881,0.321483,0.685078,0.135078
595,1.93881,0.185078,1.7336,-0.759585,0.685078,0.135078
596,1.7336,0.185078,1.84644,0.417683,0.685078,0.135078
597,1.84644,0.185078,1.72814,-0.437909,0.685078,0.135078
598,1.72814,0.185078,1.97709,0.921511,0.685078,0.135078
599,1.97709,0.185078,2.08349,0.393841,0.685078,0.135078
600,2.08349,0.185078,1.98066,-0.380635,0.685078,0.135078
601,1.98066,0.185078,1.9104,-0.260049,0.685078,0.135078
602,1.9104,0.185078,1.71617,-0.718956,0.685078,0.135078
603,1.71617,0.185078,1.46457,-0.931335,0.685078,0.135078
604,1.46457,0.185078,1.14629,-1.17814,0.685078,0.135078
605,1.14629,0.185078,1.05551,-0.336027,0.685078,0.135078
606,1.05551,0.185078,1.23603,0.668221,0.685078,0.135078
607,1.23603,0.185078,1.45817,0.822274,0.685078,0.135078
608,1.45817,0.185078,1.60436,0.541126,0.685078,0.135078
609,1.60436,0.185078,1.77155,0.618869,0.685078,0.135078
610,1.77155,0.185078,1.55632,-0.796707,0.685078,0.135078
611,1.55632,0.185078,1.60158,0.167538,0.685078,0.135078
612,1.60158,0.185078,1.79184,0.704266,0.685078,0.135078
613,1.79184,0.185078,1.73356,-0.215748,0.685078,0.135078
614,1.73356,0.185078,1.88294,0.552967,0.685078,0.135078
615,1.88294,0.185078,1.63066,-0.933848,0.685078,0.135078
616,1.63066,0.185078,1.83438,0.754104,0.685078,0.135078
617,1.83438,0.185078,1.80061,-0.125013,0.685078,0.135078
618,1.80061,0.185078,1.75639,-0.163685,0.685078,0.135078
619,1.75639,0.185078,1.49727,-0.959147,0.685078,0.135078
620,1.49727,0.185078,1.46412,-0.12271,0.685078,0.135078
621,1.46412,0.185078,1.24968,-0.793756,0.685078,0.135078
622,1.24968,0.185078,1.17656,-0.270665,0.685078,0.135078
623,1.17656,0.185078,1.67223,1.83474,0.685078,0.135078
624,1.67223,0.185078,1.67263,0.00149707,0.685078,0.135078
625,1.67263,0.185078,1.83026,0.583479,0.685078,0.135078
626,1.83026,0.185078,1.84341,0.0486739,0.685078,0.135078
627,1.84341,0.185078,2.02666,0.678303,0.685078,0.135078
628,2.02666,0.185078,2.43668,1.51771,0.685078,0.135078
629,2.43668,0.185078,2.01871,-1.54712,0.685078,0.135078
630,2.01871,0.185078,2.19385,0.648299,0.685078,0.135078
631,2.19385,0.185078,2.14669,-0.174573,0.685078,0.135078
632,2.14669,0.185078,2.00282,-0.532569,0.685078,0.135078
633,2.00282,0.185078,1.68631,-1.17158,0.685078,0.135078
634,1.68631,0.185078,1.71737,0.114966,0.685078,0.135078
635,1.71737,0.185078,1.74765,0.112088,0.685078,0.135078
636,1.74765,0.185078,1.72055,-0.100305,0.685078,0.135078
637,1.72055,0.185078,1.97229,0.931829,0.685078,0.135078
638,1.97229,0.185078,2.17705,0.757947,0.685078,0.135078
639,2.17705,0.185078,2.16679,-0.0379822,0.685078,0.135078
640,2.16679,0.185078,2.14176,-0.0926554,0.685078,0.135078
641,2.14176,0.185078,2.12337,-0.0680814,0.685078,0.135078
642,2.12337,0.185078,1.7148,-1.51236,0.685078,0.135078
643,1.7148,0.185078,1.63861,-0.282011,0.685078,0.135078
644,1.63861,0.185078,1.69218,0.198307,0.685078,0.135078
645,1.69218,0.185078,1.9155,0.826641,0.685078,0.135078
646,1.9155,0.185078,2.32888,1.53014,0.685078,0.135078
647,2.32888,0.185078,2.70873,1.40604,0.685078,0.135078
648,2.70873,0.185078,3.12303,1.53356,0.685078,0.135078
649,3.12303,0.185078,3.17284,0.184359,0.685078,0.135078
650,3.17284,0.185078,3.08659,-0.31923,0.685078,0.135078
651,3.08659,0.185078,2.73572,-1.2988,0.685078,0.135078
652,2.73572,0.185078,2.41135,-1.20068,0.685078,0.135078
653,2.41135,0.185078,2.2449,-0.616103,0.685078,0.135078
654,2.2449,0.185078,2.37628,0.48629,0.685078,0.135078
655,2.37628,0.185078,2.48768,0.412366,0.685078,0.135078
656,2.48768,0.185078,2.91458,1.5802,0.685078,0.135078
657,2.91458,0.185078,3.04984,0.500691,0.685078,0.135078
658,3.04984,0.185078,2.49584,-2.05067,0.685078,0.135078
659,2.49584,0.185078,2.39189,-0.384798,0.685078,0.135078
660,2.39189,0.185078,2.24794,-0.532822,0.685078,0.135078
661,2.24794,0.185078,2.02303,-0.832516,0.685078,0.135078
662,2.02303,0.185078,2.6079,2.16492,0.685078,0.135078
663,2.6079,0.185078,3.02036,1.52674,0.685078,0.135078
664,3.02036,0.185078,3.02452,0.0154237,0.685078,0.135078
665,3.02452,0.185078,2.96088,-0.235582,0.685078,0.135078
666,2.96088,0.185078,2.93628,-0.0910622,0.685078,0.135078
667,2.93628,0.185078,3.17481,0.882929,0.685078,0.135078
668,3.17481,0.185078,3.10711,-0.250579,0.685078,0.135078
669,3.10711,0.185078,2.88364,-0.827189,0.685078,0.135078
670,2.88364,0.185078,3.14961,0.984492,0.685078,0.135078
671,3.14961,0.185078,3.26769,0.437095,0.685078,0.135078
672,3.26769,0.185078,3.23189,-0.132516,0.685078,0.135078
673,3.23189,0.185078,3.23716,0.019491,0.685078,0.135078
674,3.23716,0.185078,2.75861,-1.77138,0.685078,0.135078
675,2.75861,0.185078,2.96598,0.767612,0.685078,0.135078
676,2.96598,0.185078,3.27678,1.15041,0.685078,0.135078
677,3.27678,0.185078,3.16005,-0.432055,0.685078,0.135078
678,3.16005,0.185078,3.11179,-0.178659,0.685078,0.135078
679,3.11179,0.185078,3.07552,-0.134228,0.685078,0.135078
680,3.07552,0.185078,3.12057,0.16674,0.685078,0.135078
681,3.12057,0.185078,3.03529,-0.315655,0.685078,0.135078
682,3.03529,0.185078,3.61252,2.13665,0.685078,0.135078
683,3.61252,0.185078,3.97836,1.35417,0.685078,0.135078
684,3.97836,0.185078,4.03349,0.204072,0.685078,0.135078
685,4.03349,0.185078,4.24288,0.775054,0.685078,0.135078
686,4.24288,0.185078,4.18457,-0.215843,0.685078,0.135078
687,4.18457,0.185078,4.34862,0.607255,0.685078,0.135078
688,4.34862,0.185078,4.5101,0.59774,0.685078,0.135078
689,4.5101,0.185078,4.52463,0.053764,0.685078,0.135078
690,4.52463,0.185078,4.13896,-1.42757,0.685078,0.135078
691,4.13896,0.185078,4.26364,0.461513,0.685078,0.135078
692,4.26364,0.185078,4.27454,0.0403206,0.685078,0.135078
693,4.27454,0.185078,4.42111,0.54256,0.685078,0.135078
694,4.42111,0.185078,4.46079,0.146869,0.685078,0.135078
695,4.46079,0.185078,4.42927,-0.116678,0.685078,0.135078
696,4.42927,0.185078,4.32043,-0.402861,0.685078,0.135078
697,4.32043,0.185078,4.28003,-0.149553,0.685078,0.135078
698,4.28003,0.185078,4.41298,0.492107,0.685078,0.135078
699,4.41298,0.185078,4.50369,0.335776,0.685078,0.135078
700,4.50369,0.185078,4.6319,0.474564,0.685078,0.135078
701,4.6319,0.185078,4.63994,0.0297663,0.685078,0.135078
702,4.63994,0.185078,4.67136,0.116309,0.685078,0.135078
703,4.67136,0.185078,4.16756,-1.86486,0.685078,0.135078
704,4.16756,0.185078,4.40329,0.872575,0.685078,0.135078
705,4.40329,0.185078,4.62264,0.811964,0.685078,0.135078
706,4.62264,0.185078,4.4426,-0.666446,0.685078,0.135078
707,4.4426,0.185078,4.66843,0.835924,0.685078,0.135078
708,4.66843,0.185078,4.75012,0.302373,0.685078,0.135078
709,4.75012,0.185078,4.9166,0.616249,0.685078,0.135078
710,4.9166,0.185078,4.89886,-0.0656652,0.685078,0.135078
711,4.89886,0.185078,4.95608,0.211789,0.685078,0.135078
712,4.95608,0.185078,4.72206,-0.866239,0.685078,0.135078
713,4.72206,0.185078,4.5764,-0.539158,0.685078,0.135078
714,4.5764,0.185078,4.32268,-0.939157,0.685078,0.135078
715,4.32268,0.185078,4.55229,0.849914,0.685078,0.135078
716,4.55229,0.185078,4.20472,-1.28658,0.685078,0.135078
717,4.20472,0.185078,4.01764,-0.692454,0.685078,0.135078
718,4.01764,0.185078,4.32653,1.14337,0.685078,0.135078
719,4.32653,0.185078,4.47846,0.562376,0.685078,0.135078
720,4.47846,0.185078,4.50142,0.0849775,0.685078,0.135078
721,4.50142,0.185078,4.48027,-0.0782695,0.685078,0.135078
722,4.48027,0.185078,4.31748,-0.602585,0.685078,0.135078
723,4.31748,0.185078,4.31558,-0.00703658,0.685078,0.135078
724,4.31558,0.185078,4.37196,0.208679,0.685078,0.135078
725,4.37196,0.185078,4.18392,-0.696035,0.685078,0.135078
726,4.18392,0.185078,4.26007,0.281897,0.685078,0.135078
727,4.26007,0.185078,4.44178,0.672585,0.685078,0.135078
728,4.44178,0.185078,4.33325,-0.401726,0.685078,0.135078
729,4.33325,0.185078,4.31416,-0.0706752,0.685078,0.135078
730,4.31416,0.185078,4.5401,0.836336,0.685078,0.135078
731,4.5401,0.185078,4.22398,-1.17013,0.685078,0.135078
732,4.22398,0.185078,4.13312,-0.336327,0.685078,0.135078
733,4.13312,0.185078,3.87882,-0.941296,0.685078,0.135078
734,3.87882,0.185078,4.02309,0.534021,0.685078,0.135078
735,4.02309,0.185078,4.11496,0.340053,0.685078,0.135078
736,4.11496,0.185078,3.89259,-0.823104,0.685078,0.135078
737,3.89259,0.185078,3.51881,-1.38357,0.685078,0.135078
738,3.51881,0.185078,3.63083,0.414628,0.685078,0.135078
739,3.63083,0.185078,3.39894,-0.85833,0.685078,0.135078
740,3.39894,0.185078,3.09233,-1.13495,0.685078,0.135078
741,3.09233,0.185078,2.98378,-0.401799,0.685078,0.135078
742,2.98378,0.185078,2.88303,-0.372913,0.685078,0.135078
743,2.88303,0.185078,3.07426,0.707838,0.685078,0.135078
744,3.07426,0.185078,2.91027,-0.60703,0.685078,0.135078
745,2.91027,0.185078,2.86961,-0.150491,0.685078,0.135078
746,2.86961,0.185078,2.74994,-0.44299,0.685078,0.135078
747,2.74994,0.185078,2.80602,0.207589,0.685078,0.135078
748,2.80602,0.185078,2.80206,-0.0146657,0.685078,0.135078
749,2.80206,0.185078,3.0137,0.783421,0.685078,0.135078
750,3.0137,0.185078,2.84736,-0.615731,0.685078,0.135078
751,2.84736,0.185078,2.97012,0.454422,0.685078,0.135078
752,2.97012,0.185078,3.12209,0.562508,0.685078,0.135078
753,3.12209,0.185078,3.07234,-0.184125,0.685078,0.135078
754,3.07234,0.185078,3.42909,1.32052,0.685078,0.135078
755,3.42909,0.185078,3.16364,-0.982575,0.685078,0.135078
756,3.16364,0.185078,2.86373,-1.11016,0.685078,0.135078
757,2.86373,0.185078,2.80291,-0.225103,0.685078,0.135078
758,2.80291,0.185078,2.98194,0.662686,0.685078,0.135078
759,2.98194,0.185078,2.85826,-0.45782,0.685078,0.135078
760,2.85826,0.185078,3.11703,0.957859,0.685078,0.135078
761,3.11703,0.185078,2.95604,-0.595915,0.685078,0.135078
762,2.95604,0.185078,2.82386,-0.489269,0.685078,0.135078
763,2.82386,0.185078,2.69812,-0.465424,0.685078,0.135078
764,2.69812,0.185078,2.84119,0.529578,0.685078,0.135078
765,2.84119,0.185078,2.73777,-0.38284,0.685078,0.135078
766,2.73777,0.185078,2.67829,-0.22016,0.685078,0.135078
767,2.67829,0.185078,2.51236,-0.614194,0.685078,0.135078
768,2.51236,0.185078,2.4968,-0.0576107,0.685078,0.135078
769,2.4968,0.185078,2.63414,0.508397,0.685078,0.135078
770,2.63414,0.185078,2.64386,0.0359542,0.685078,0.135078
771,2.64386,0.185078,3.07449,1.594,0.685078,0.135078
772,3.07449,0.185078,2.87193,-0.749769,0.685078,0.135078
773,2.87193,0.185078,2.63748,-0.867834,0.685078,0.135078
774,2.63748,0.185078,2.82155,0.681356,0.685078,0.135078
775,2.82155,0.185078,2.8459,0.0901225,0.685078,0.135078
776,2.8459,0.185078,3.04352,0.731505,0.685078,0.135078
777,3.04352,0.185078,3.0131,-0.112595,0.685078,0.135078
778,3.0131,0.185078,3.15414,0.522068,0.685078,0.135078
779,3.15414,0.185078,3.45995,1.13197,0.685078,0.135078
780,3.45995,0.185078,3.14501,-1.16578,0.685078,0.135078
781,3.14501,0.185078,3.2507,0.391232,0.685078,0.135078
782,3.2507,0.185078,3.52114,1.00106,0.685078,0.135078
783,3.52114,0.185078,3.85293,1.22814,0.685078,0.135078
784,3.85293,0.185078,4.01638,0.605005,0.685078,0.135078
785,4.01638,0.185078,4.22372,0.76748,0.685078,0.135078
786,4.22372,0.185078,4.6601,1.61529,0.685078,0.135078
787,4.6601,0.185078,4.76134,0.374755,0.685078,0.135078
788,4.76134,0.185078,5.0779,1.17175,0.685078,0.135078
789,5.0779,0.185078,5.26087,0.677293,0.685078,0.135078
790,5.26087,0.185078,5.17622,-0.313362,0.685078,0.135078
791,5.17622,0.185078,5.01805,-0.585442,0.685078,0.135078
792,5.01805,0.185078,4.8833,-0.49879,0.685078,0.135078
793,4.8833,0.185078,4.65631,-0.840243,0.685078,0.135078
794,4.65631,0.185078,4.93536,1.03295,0.685078,0.135078
795,4.93536,0.185078,4.69759,-0.880149,0.685078,0.135078
796,4.69759,0.185078,4.58526,-0.415793,0.685078,0.135078
797,4.58526,0.185078,4.49992,-0.315899,0.685078,0.135078
798,4.49992,0.185078,4.90079,1.48386,0.685078,0.135078
799,4.90079,0.185078,4.82672,-0.274157,0.685078,0.135078
800,4.82672,0.185078,4.94774,0.447952,0.685078,0.135078
801,4.94774,0.185078,5.15109,0.752714,0.685078,0.135078
802,5.15109,0.185078,5.53667,1.42726,0.685078,0.135078
803,5.53667,0.185078,5.60586,0.256102,0.685078,0.135078
804,5.60586,0.185078,5.5267,-0.293004,0.685078,0.135078
805,5.5267,0.185078,5.39384,-0.491796,0.685078,0.135078
806,5.39384,0.185078,5.09016,-1.12411,0.685078,0.135078
807,5.09016,0.185078,4.67253,-1.54588,0.685078,0.135078
808,4.67253,0.185078,4.3419,-1.22386,0.685078,0.135078
809,4.3419,0.185078,4.20875,-0.492858,0.685078,0.135078
810,4.20875,0.185078,4.12802,-0.2988,0.685078,0.135078
811,4.12802,0.185078,4.40852,1.03826,0.685078,0.135078
812,4.40852,0.185078,4.71213,1.12383,0.685078,0.135078
813,4.71213,0.185078,4.69648,-0.0579208,0.685078,0.135078
814,4.69648,0.185078,4.52632,-0.629857,0.685078,0.135078
815,4.52632,0.185078,4.67704,0.557908,0.685078,0.135078
816,4.67704,0.185078,4.47989,-0.729767,0.685078,0.135078
817,4.47989,0.185078,4.53444,0.201924,0.685078,0.135078
818,4.53444,0.185078,4.7085,0.644309,0.685078,0.135078
819,4.7085,0.185078,5.20009,1.81964,0.685078,0.135078
820,5.20009,0.185078,4.88778,-1.15603,0.685078,0.135078
821,4.88778,0.185078,4.91168,0.0884493,0.685078,0.135078
822,4.91168,0.185078,5.07208,0.59375,0.685078,0.135078
823,5.07208,0.185078,4.87041,-0.746489,0.685078,0.135078
824,4.87041,0.185078,5.29306,1.56447,0.685078,0.135078
825,5.29306,0.185078,5.48153,0.697615,0.685078,0.135078
826,5.48153,0.185078,5.54319,0.228231,0.685078,0.135078
827,5.54319,0.185078,5.79102,0.917356,0.685078,0.135078
