timestep,x_predicted_0,P_predicted_0_0,x_updated_0,innovation_0,S_0_0,P_updated_0_0
828,5.79102,0.185078,5.36942,-1.56055,0.685078,0.135078
829,5.36942,0.185078,5.06448,-1.12875,0.685078,0.135078
830,5.06448,0.185078,4.76239,-1.11822,0.685078,0.135078
831,4.76239,0.185078,5.06884,1.13435,0.685078,0.135078
832,5.06884,0.185078,5.1929,0.459195,0.685078,0.135078
833,5.1929,0.185078,4.96117,-0.857745,0.685078,0.135078
834,4.96117,0.185078,5.2461,1.05468,0.685078,0.135078
835,5.2461,0.185078,4.92951,-1.17185,0.685078,0.135078
836,4.92951,0.185078,5.13786,0.771207,0.685078,0.135078
837,5.13786,0.185078,4.88079,-0.951574,0.685078,0.135078
838,4.88079,0.185078,4.82399,-0.210231,0.685078,0.135078
839,4.82399,0.185078,4.56909,-0.943543,0.685078,0.135078
840,4.56909,0.185078,4.75595,0.691694,0.685078,0.135078
841,4.75595,0.185078,4.90676,0.558224,0.685078,0.135078
842,4.90676,0.185078,4.85293,-0.199252,0.685078,0.135078
843,4.85293,0.185078,4.81696,-0.133158,0.685078,0.135078
844,4.81696,0.185078,4.64074,-0.652267,0.685078,0.135078
845,4.64074,0.185078,4.76226,0.449792,0.685078,0.135078
846,4.76226,0.185078,4.92797,0.613383,0.685078,0.135078
847,4.92797,0.185078,4.69238,-0.872047,0.685078,0.135078
848,4.69238,0.185078,4.94668,0.941328,0.685078,0.135078
849,4.94668,0.185078,5.4374,1.81642,0.685078,0.135078
850,5.4374,0.185078,5.28741,-0.55521,0.685078,0.135078
851,5.28741,0.185078,5.70315,1.53889,0.685078,0.135078
852,5.70315,0.185078,5.402,-1.11472,0.685078,0.135078
853,5.402,0.185078,5.78718,1.42578,0.685078,0.135078
854,5.78718,0.185078,5.89876,0.413018,0.685078,0.135078
855,5.89876,0.185078,5.73034,-0.623416,0.685078,0.135078
856,5.73034,0.185078,5.74564,0.0566326,0.685078,0.135078
857,5.74564,0.185078,5.35894,-1.4314,0.685078,0.135078
858,5.35894,0.185078,5.34125,-0.065474,0.685078,0.135078
859,5.34125,0.185078,5.06562,-1.02026,0.685078,0.135078
860,5.06562,0.185078,5.26542,0.739557,0.685078,0.135078
861,5.26542,0.185078,5.06171,-0.754041,0.685078,0.135078
862,5.06171,0.185078,4.99018,-0.264785,0.685078,0.135078
863,4.99018,0.185078,5.04877,0.216904,0.685078,0.135078
864,5.04877,0.185078,5.14195,0.344912,0.685078,0.135078
865,5.14195,0.185078,4.70595,-1.61389,0.685078,0.135078
866,4.70595,0.185078,4.9045,0.734951,0.685078,0.135078
867,4.9045,0.185078,5.04745,0.529109,0.685078,0.135078
868,5.04745,0.185078,4.95537,-0.340829,0.685078,0.135078
869,4.95537,0.185078,4.99007,0.12844,0.685078,0.135078
870,4.99007,0.185078,5.14907,0.588563,0.685078,0.135078
871,5.14907,0.185078,5.40991,0.965527,0.685078,0.135078
872,5.40991,0.185078,5.54425,0.497245,0.685078,0.135078
873,5.54425,0.185078,5.88348,1.25567,0.685078,0.135078
874,5.88348,0.185078,6.00741,0.458746,0.685078,0.135078
875,6.00741,0.185078,5.51068,-1.83866,0.685078,0.135078
876,5.51068,0.185078,5.65418,0.531169,0.685078,0.135078
877,5.65418,0.185078,5.89259,0.882479,0.685078,0.135078
878,5.89259,0.185078,5.63249,-0.96277,0.685078,0.135078
879,5.63249,0.185078,5.59318,-0.145527,0.685078,0.135078
880,5.59318,0.185078,5.6536,0.223668,0.685078,0.135078
881,5.6536,0.185078,6.06229,1.5128,0.685078,0.135078
882,6.06229,0.185078,6.18902,0.469086,0.685078,0.135078
883,6.18902,0.185078,6.02584,-0.604034,0.685078,0.135078
884,6.02584,0.185078,6.58907,2.08486,0.685078,0.135078
885,6.58907,0.185078,6.30509,-1.05118,0.685078,0.135078
886,6.30509,0.185078,6.43943,0.497252,0.685078,0.135078
887,6.43943,0.185078,6.57382,0.497458,0.685078,0.135078
888,6.57382,0.185078,6.49526,-0.290784,0.685078,0.135078
889,6.49526,0.185078,6.55465,0.219841,0.685078,0.135078
890,6.55465,0.185078,6.49746,-0.211688,0.685078,0.135078
891,6.49746,0.185078,6.60628,0.402798,0.685078,0.135078
892,6.60628,0.185078,6.58438,-0.0810541,0.685078,0.135078
893,6.58438,0.185078,6.50594,-0.290349,0.685078,0.135078
894,6.50594,0.185078,6.62944,0.457136,0.685078,0.135078
895,6.62944,0.185078,6.47459,-0.573182,0.685078,0.135078
896,6.47459,0.185078,6.38471,-0.332728,0.685078,0.135078
897,6.38471,0.185078,6.37797,-0.0249146,0.685078,0.135078
898,6.37797,0.185078,6.18903,-0.699405,0.685078,0.135078
899,6.18903,0.185078,6.48064,1.07944,0.685078,0.135078
900,6.48064,0.185078,5.89972,-2.15033,0.685078,0.135078
901,5.89972,0.185078,5.9628,0.23352,0.685078,0.135078
902,5.9628,0.185078,6.35103,1.43705,0.685078,0.135078
903,6.35103,0.185078,6.3333,-0.0656279,0.685078,0.135078
904,6.3333,0.185078,6.84927,1.9099,0.685078,0.135078
905,6.84927,0.185078,6.83908,-0.0377191,0.685078,0.135078
906,6.83908,0.185078,7.29726,1.69597,0.685078,0.135078
907,7.29726,0.185078,6.885,-1.52601,0.685078,0.135078
908,6.885,0.185078,6.65014,-0.869357,0.685078,0.135078
909,6.65014,0.185078,6.72506,0.277319,0.685078,0.135078
910,6.72506,0.185078,6.99486,0.998681,0.685078,0.135078
911,6.99486,0.185078,6.95023,-0.165174,0.685078,0.135078
912,6.95023,0.185078,6.68,-1.00031,0.685078,0.135078
913,6.68,0.185078,6.66314,-0.0623947,0.685078,0.135078
914,6.66314,0.185078,6.8063,0.529927,0.685078,0.135078
915,6.8063,0.185078,6.87398,0.250502,0.685078,0.135078
916,6.87398,0.185078,6.75856,-0.427205,0.685078,0.135078
917,6.75856,0.185078,6.79123,0.120911,0.685078,0.135078
918,6.79123,0.185078,7.29092,1.84963,0.685078,0.135078
919,7.29092,0.185078,7.16639,-0.460966,0.685078,0.135078
920,7.16639,0.185078,7.37183,0.760452,0.685078,0.135078
921,7.37183,0.185078,7.45664,0.313948,0.685078,0.135078
922,7.45664,0.185078,7.35905,-0.361247,0.685078,0.135078
923,7.35905,0.185078,6.92924,-1.59097,0.685078,0.135078
924,6.92924,0.185078,7.06237,0.492788,0.685078,0.135078
925,7.06237,0.185078,7.24719,0.684139,0.685078,0.135078
926,7.24719,0.185078,7.27716,0.110917,0.685078,0.135078
927,7.27716,0.185078,7.11765,-0.590433,0.685078,0.135078
928,7.11765,0.185078,7.16129,0.161555,0.685078,0.135078
929,7.16129,0.185078,7.35622,0.721545,0.685078,0.135078
930,7.35622,0.185078,7.26766,-0.32782,0.685078,0.135078
931,7.26766,0.185078,7.26936,0.00629421,0.685078,0.135078
932,7.26936,0.185078,7.44302,0.642821,0.685078,0.135078
933,7.44302,0.185078,7.58249,0.516268,0.685078,0.135078
934,7.58249,0.185078,7.28254,-1.1103,0.685078,0.135078
935,7.28254,0.185078,7.26988,-0.0468609,0.685078,0.135078
936,7.26988,0.185078,7.49411,0.830006,0.685078,0.135078
937,7.49411,0.185078,7.40655,-0.324106,0.685078,0.135078
938,7.40655,0.185078,7.24081,-0.613515,0.685078,0.135078
939,7.24081,0.185078,7.37837,0.509205,0.685078,0.135078
940,7.37837,0.185078,7.57866,0.741362,0.685078,0.135078
941,7.57866,0.185078,7.34328,-0.871268,0.685078,0.135078
942,7.34328,0.185078,7.34815,0.0180443,0.685078,0.135078
943,7.34815,0.185078,7.5128,0.609456,0.685078,0.135078
944,7.5128,0.185078,7.25754,-0.944853,0.685078,0.135078
945,7.25754,0.185078,7.5069,0.923021,0.685078,0.135078
946,7.5069,0.185078,7.44904,-0.214192,0.685078,0.135078
947,7.44904,0.185078,7.12393,-1.20341,0.685078,0.135078
948,7.12393,0.185078,7.24032,0.43082,0.685078,0.135078
949,7.24032,0.185078,7.15851,-0.302822,0.685078,0.135078
950,7.15851,0.185078,7.39459,0.873859,0.685078,0.135078
951,7.39459,0.185078,7.19838,-0.726287,0.685078,0.135078
952,7.19838,0.185078,7.07401,-0.460366,0.685078,0.135078
953,7.07401,0.185078,7.54835,1.75581,0.685078,0.135078
954,7.54835,0.185078,7.69894,0.557416,0.685078,0.135078
955,7.69894,0.185078,7.4633,-0.872228,0.685078,0.135078
956,7.4633,0.185078,7.4405,-0.084385,0.685078,0.135078
957,7.4405,0.185078,7.43064,-0.0365203,0.685078,0.135078
958,7.43064,0.185078,7.47867,0.177802,0.685078,0.135078
959,7.47867,0.185078,7.39882,-0.295586,0.685078,0.135078
960,7.39882,0.185078,7.29531,-0.383156,0.685078,0.135078
961,7.29531,0.185078,6.93032,-1.35103,0.685078,0.135078
962,6.93032,0.185078,6.89043,-0.147628,0.685078,0.135078
963,6.89043,0.185078,6.72259,-0.621273,0.685078,0.135078
964,6.72259,0.185078,6.83323,0.409548,0.685078,0.135078
965,6.83323,0.185078,6.58825,-0.906815,0.685078,0.135078
966,6.58825,0.185078,6.803,0.794905,0.685078,0.135078
967,6.803,0.185078,6.31461,-1.80781,0.685078,0.135078
968,6.31461,0.185078,6.32831,0.0506932,0.685078,0.135078
969,6.32831,0.185078,6.43432,0.392433,0.685078,0.135078
970,6.43432,0.185078,6.47296,0.143027,0.685078,0.135078
971,6.47296,0.185078,6.27179,-0.744642,0.685078,0.135078
972,6.27179,0.185078,6.39636,0.461103,0.685078,0.135078
973,6.39636,0.185078,6.18428,-0.785055,0.685078,0.135078
974,6.18428,0.185078,6.18661,0.00865248,0.685078,0.135078
975,6.18661,0.185078,6.12168,-0.24034,0.685078,0.135078
976,6.12168,0.185078,6.31913,0.730864,0.685078,0.135078
977,6.31913,0.185078,6.38263,0.235039,0.685078,0.135078
978,6.38263,0.185078,6.41416,0.116705,0.685078,0.135078
979,6.41416,0.185078,6.62824,0.792428,0.685078,0.135078
980,6.62824,0.185078,6.7807,0.564364,0.685078,0.135078
981,6.7807,0.185078,6.5668,-0.791786,0.685078,0.135078
982,6.5668,0.185078,6.58925,0.0831119,0.685078,0.135078
983,6.58925,0.185078,6.38115,-0.77029,0.685078,0.135078
984,6.38115,0.185078,6.38831,0.0264979,0.685078,0.135078
985,6.38831,0.185078,6.09067,-1.10172,0.685078,0.135078
986,6.09067,0.185078,6.21558,0.462362,0.685078,0.135078
987,6.21558,0.185078,6.41992,0.756376,0.685078,0.135078
988,6.41992,0.185078,6.38506,-0.129061,0.685078,0.135078
989,6.38506,0.185078,6.81218,1.581,0.685078,0.135078
990,6.81218,0.185078,6.55075,-0.967668,0.685078,0.135078
991,6.55075,0.185078,6.80612,0.945256,0.685078,0.135078
992,6.80612,0.185078,6.44064,-1.35285,0.685078,0.135078
993,6.44064,0.185078,6.51028,0.257772,0.685078,0.135078
994,6.51028,0.185078,6.34609,-0.607742,0.685078,0.135078
995,6.34609,0.185078,6.33455,-0.0427448,0.685078,0.135078
996,6.33455,0.185078,5.93823,-1.467,0.685078,0.135078
997,5.93823,0.185078,6.30029,1.34019,0.685078,0.135078
998,6.30029,0.185078,6.35464,0.20118,0.685078,0.135078
999,6.35464,0.185078,6.17344,-0.670718,0.685078,0.135078
